item_id,waist,size,quality,cup size,hips,bra size,category,bust,height,user_name,length,fit,user_id,shoe size,shoe width,review_summary,review_text
165716,,18,4.0,d,41.0,36.0,dresses,,5ft 4in,Miriam,just right,large,338003,,,I sent this back only bec,I sent this back only because it was a tiny bit larger than I thought  plus my boyfriend pointed out that it was a little revealing for a work party. It was a really gorgeous dress and I'd totally get it again in a smaller size for a different function.
151045,,4,5.0,a,,34.0,new,,5ft 7in,anaclark4,just right,fit,623196,,,,
265153,,12,4.0,dd/e,,36.0,dresses,,5ft 5in,LauraM,just right,fit,108264,,,Shark Dress Obsession!!,"This was my first time ordering a dress online and I was super nervous about not trying it on, but I'm SO glad I did!! I wore it during Shark Week one day to work and got so many compliments!! I felt so strongly about it I felt I needed to write a review which I've also never done before!"
210299,,12,3.0,b,,36.0,dresses,39.0,5ft,Hilary,just right,fit,833796,,average,I love this dress!!! It f,I love this dress!!! It fits perfectly and is super comfy!!
129268,,4,4.0,,,,new,,5ft 3in,Maggie,just right,fit,945035,,,,
263611,,8,4.0,dd/e,,34.0,dresses,34.0,5ft 5in,rachaelr0780,slightly short,small,613822,8.0,average,"Yup, it does run small!","I normally am between a small and medium (5' 5 and 150 lbs), so when I read the other reviews, I decided to go with a medium.  This definitely runs smaller than I anticipated even with reading the reviews.  This dress is very form fitting in the stomach region and didn't provide the look I'm going for.  I'm going to exchange it for a large, as it is really cute, especially with the sleeves.  It is also very short, so I likely won't wear this as an actual dress  I'm going to wear it with leggings as a tunic.  If you don't like your dress to show what you ate for lunch, I'd definitely recommend going a size up!"
146231,,8,2.0,c,,36.0,new,,5ft 5in,mj.saraeva,just right,small,455389,,,,
152513,,32,5.0,h,,42.0,new,,5ft 5in,Katie,just right,fit,4930,,,,
146231,,12,5.0,d,44.0,34.0,new,38.0,5ft 7in,Rebeca Alejandra,just right,fit,78215,10.0,average,,
136482,,20,4.0,d,54.0,40.0,new,,5ft 4in,mollyap,just right,fit,228883,9.5,average,,
167315,,8,4.0,,,,dresses,,5ft 3in,Marina,just right,fit,914373,5.5,average,Love this dress!,Love this dress!
152702,,8,3.0,b,38.0,34.0,new,36.0,5ft 6in,Katherine,just right,fit,42735,7.0,narrow,Love the color and fit. I,Love the color and fit. I wore this to a holiday party. It was comfortable yet sexy.
163558,,20,5.0,d,45.0,38.0,dresses,,5ft 9in,jody,just right,fit,651287,,,it fits perfectly and I a,it fits perfectly and I always get a ton of compliments on it! great cut
161514,,20,4.0,ddd/f,,36.0,dresses,,5ft 5in,wendy.connolly,just right,large,228329,,,The dress fits well but i,The dress fits well but is slightly large in the bust and the straps/sleeves are slightly wide on my narrow shoulders.
165525,29.0,4,3.0,dd/e,39.0,32.0,dresses,,5ft 4in,Mona,slightly long,fit,159345,,,The dress is very cute.,"The dress is very cute.  I'm 5'4 and it's a alright length, but I want to shorten it by an inch so it'll be a little cuter.  The buttons on top keep coming apart though, and the top isn't that tight.  If I got the next size up, it would have been too loose.  All in all, a cute dress, I just need to check my buttons every now and then."
206663,29.0,8,4.0,b,,36.0,dresses,,5ft 4in,Korrie,just right,small,437535,,,Should have read the prev,"Should have read the previous review before ordering.  I wear a medium in most clothes, but this medium runs very small.  I could barely zip it and thought I would tear the seams if I moved my arms.  Sent back instead of exchange because the fabric felt stiff, almost like a neoprene that didn't move well."
125442,,9,5.0,d,39.0,34.0,new,,5ft 7in,courtney,just right,fit,790633,,,,
146808,,7,4.0,dd/e,34.0,32.0,new,,5ft 3in,keclivingston,slightly long,large,849702,,,,
175771,,12,5.0,b,43.0,36.0,dresses,,6ft 1in,Riley,just right,fit,175086,10.5,,I've had these coach tour,I've had these coach tour dresses in my wish list for quite a while now but I'm so glad I finally bought one! Such a comfortable fabric and it fits so perfectly without feeling binding. Feel like I could wear this all day. And I absolutely adore the silhouette that it creates!
136482,,15,2.0,c,44.0,40.0,new,,5ft 6in,chris.mccanlies,slightly long,large,743406,,,,
153494,,20,3.0,b,,36.0,new,,5ft 8in,kaityheart,just right,fit,291461,,,"Cute dress, fits well, ju","Cute dress, fits well, just wish it was lined!"
165525,,12,4.0,c,35.0,34.0,dresses,,5ft 7in,daynabugzzz,just right,small,656623,,,I love the style. The bus,I love the style. The bust is a little snug otherwise great fit. One of the buttons fell off after I washed it the first time. Sewed it back on them the button itself broke soon after. I still love this dress though.
163758,,12,4.0,dd/e,40.0,34.0,dresses,,5ft 2in,ishah_castellon,just right,fit,410720,,,"loved the dress, fit perf","loved the dress, fit perfectly"
136482,,15,2.0,d,42.0,36.0,new,,5ft 11in,cattyandlamar,slightly short,fit,172490,,,,
146231,,8,3.0,a,34.0,34.0,new,,5ft 3in,lesleyann82,just right,fit,910394,,,,
200824,,4,5.0,b,,34.0,dresses,,5ft 4in,Heather,just right,fit,25701,,,This is my first purchase,"This is my first purchase and I'm very pleased. The dress was not at all too short for me, it was a little longer than expected actually but it still looks amazing. I'm satisfied with the small but I'm also considering getting the red one in XS for a holiday dress. Thank You, Modcloth!"
161592,,15,5.0,d,41.0,40.0,dresses,42.0,4ft 11in,angrylarra,very long,large,301374,7.0,average,If you're real short and,"If you're real short and real busty READ ME. I initially ordered a 14, see my measurements they are accurate. The 14 was too small, sort of in the busy but particularly in the arms and I definitely have arm muscles. I then ordered a 16 with a sort of iffy attitude about the increase in material from the size difference, it was a real fear to be swimming in golden tulle. The 16 camel much later and alas It was too big everywhere in a sense that the sleeves were huge now and the bust was somewhat weight adding imagine  wearing a stiff lace blazer with the shoulder pads slipped down to your breasts. The material, is freaking awesome. The pattern and color and length. If this baby fits your beautiful body then you will absolutely adore it. I wanted it to work badly but It didn't. On a side note:If I could tailor this dress myself I would shrink the neckline immensely and switch the scratchy I'll fitting sleeves with a softer stretchier lace for more versatility in the fit."
130225,,8,3.0,c,,34.0,new,,5ft 7in,Charlotte,just right,fit,621104,,,,
137865,,26,5.0,dd/e,42.0,38.0,new,,5ft 6in,rebekah_hines,slightly long,small,754084,11.0,wide,,
210299,,1,5.0,b,,32.0,dresses,,5ft 4in,chessiebessie,just right,fit,632520,,,Great fit and quality! Al,Great fit and quality! Also the peter pan collar is ADORABLE!
161514,,8,3.0,a,39.0,36.0,dresses,,5ft 5in,sloneal,just right,fit,126806,,,Fit is very flattering an,Fit is very flattering and material is soft and drapey. I have it in plum and olive and get compliments with every wear.
152702,,8,5.0,d,38.0,34.0,new,,5ft 2in,bonniekurrus,just right,fit,101710,,,I wore this to an October,I wore this to an October wedding in Ohio. The ruching on the sides hides anything you don't want to be seen and the fabric is very comfortable. Great buy!
200824,,20,3.0,,,,dresses,,5ft 5in,Ylana,just right,fit,247689,,,I love the cut and style,"I love the cut and style of this dress. The fabric was silkier than I thought it would be. Added bonus, pockets! Super comfortable and not too casual for work."
200824,,15,5.0,c,41.0,38.0,dresses,,5ft 8in,park.karolyn,slightly short,fit,779207,,,This dress is amazing! I,"This dress is amazing! I love how it fits it's high waisted, so it skirts over all the problem areas and flares just right over your hips.  It is a bit short  (I'm 5'8) but with thick tights it's fine! Great product!"
165525,,4,2.0,dd/e,34.0,32.0,dresses,,5ft 4in,margaretmayhemm,slightly short,small,436393,,,Too tight around the bust,Too tight around the bust. The fabric was a little thin. Not my favorite purchase.
131951,,8,5.0,d,35.0,34.0,new,35.0,5ft 6in,kelliwillmore,just right,fit,789170,6.5,average,,
131951,,12,4.0,d,42.0,36.0,new,,5ft 11in,Tricia,slightly short,fit,229424,10.0,,,
152513,,32,5.0,d,52.0,38.0,new,,5ft 9in,Katrina,just right,large,717872,,,,
152513,,32,5.0,c,45.0,38.0,new,,5ft 7in,Heather,just right,fit,590271,,,,
129268,,15,4.0,dd/e,44.0,36.0,new,,5ft 2in,jessica.maloy,just right,fit,162125,,,,
175771,,12,3.0,dd/e,,34.0,dresses,,5ft 4in,kathryn.lb.tucker,slightly short,fit,54125,,,Love the look of this dre,Love the look of this dress but was disappointed when it started pilling after two wears. Gorgeous neckline and comfotable fit.
152513,,20,4.0,c,,36.0,new,,5ft 10in,Sophie,just right,large,434520,10.5,wide,,
200824,,15,3.0,dd/e,44.0,38.0,dresses,,5ft 5in,ginazlaket,just right,fit,229111,,,Considering all the overw,"Considering all the overwhelmingly positive reviews of the Coach Tour dresses, I was tempted to order every single one. However, it's a good thing I didn't. The neckline was very nice, but everything under the waist went terribly wrong. Be warned: if you have hips, those pockets are going to create an unflattering frumpy poof that the rest of the dress can't save. Sad to return it!"
160625,,11,4.0,,,,dresses,,5ft 8in,Kristi,slightly long,small,537231,,,Overall a very nice dress,"I was really excited about this dress and ordered it for a summer party I am having to celebrate my recent marriage. The lace was just as pretty as in the picture and although I read reviews about the fabric looking cheap, I didn't think this was the case at all. The lake color is just gorgeous! I also loved the length of the dress. Overall, I did really like the dress! I will say though, I agree with some past reviews about the zipper being difficult, even when the dress is off, the zipper is a bit finicky. Also, the dress poofed out  a lot more than in the picture...which is fine, but if you don't want a dress that is a bit poofy, I would consider something else. I normally am fine with some poof but for some reason the way this dress is designed it made me look a bit larger than I am, but I am sure that is not the case for everyone, whether they are my size or not. I did have to end up returning this, but mostly because the dress didn't fit and at the time, they were out of the next size up. This was my first purchase with modcloth, but the return was so easy and hassle free! I also was considering keeping the dress for a couple weeks, and decided against it, and the return still went SO easily. I wasn't even charged for shipping! Because of all of this, I will definitely be looking at clothing at modcloth again and will not have to worry if something isn't"
200824,,26,5.0,c,49.0,44.0,dresses,,5ft 1in,Amy,slightly long,fit,901639,,,its a good material and f,"its a good material and fit great! sometimes its hard to get the collar to lay right all the way around, but its a great dress!"
147714,,15,4.0,d,43.0,38.0,new,,6ft 1in,tradog08,just right,fit,727809,,,,
175771,,20,3.0,ddd/f,44.0,38.0,dresses,,5ft 3in,katherine.strout,just right,fit,406607,,,This dress fits like a ch,"This dress fits like a charm. It's stretchy but think enough to still hide any back rolls. The color is great, too."
129268,,8,5.0,,,,new,,5ft 10in,ashleyrolesxo,just right,fit,791642,,,,
269063,,13,3.0,,,,dresses,,5ft 3in,Nicole,just right,large,164793,,,This is a really nice dre,This is a really nice dress. I had to return it unfortunately because of the form fitting nature. I got the dress to fit my hips and the size was perfect for that however it was too loose fitting at the top and there was no way I could size down.
171740,,5,5.0,b,,32.0,dresses,,5ft 3in,Tory,just right,fit,697265,,,I love this dress! It rea,I love this dress! It really does look great on everyone.
165525,,8,3.0,ddd/f,50.0,36.0,dresses,,5ft 9in,fluorescentpain,just right,small,269875,9.5,,The seam that was suppose,The seam that was supposed to go under my boobs was on top of them. :/ otherwise nice.
126885,,15,3.0,,,,new,,5ft 6in,huttonln1,slightly long,fit,528745,,,,
229945,,12,5.0,,,,dresses,,5ft 7in,Alexia,just right,small,185881,,,Very flattering,"I LOVE this dress. I usually buy a large / bought a large and it's a little snug on the rib cage but otherwise, it's perfect. It's extremely flattering. I'm 5 ft 7 in and it hits my knees, making it the perfect length for work. The neckline gives it a little something extra too, so it's a great dress for work or a more dressy occasion. I highly recommend!"
163603,,8,5.0,c,,34.0,dresses,,5ft 9in,meghan.bullis,just right,large,896493,,,BUY THIS DRESS! You will,"BUY THIS DRESS! You will not be disappointed. Size down though! Fabric is perfect, soft and just thick enough. These lil guys are SO cute. Absolutely perfect! One of my favorite pieces of clothing ever. Worth the $!"
171740,,9,4.0,,,,dresses,,5ft 6in,flavia2511,just right,large,165245,9.0,average,The dress has a very nice,"The dress has a very nice balance between casual and elegant, its lovely when seen on the bed. But, once you try it on, the foldings on top are not flattering if your breasts aren't big enough. They pop up as if the whole dress needed bigger boobs to fill it. Maybe a stiching to unite the folding with the base of the dress can fix it, cos I can't send it back from south america. The skirt is puffier when it falls on your hips than in picture. It's a pretty dress but not the fitting I was so anxiously waiting for (and for my first modcloth purchase)."
175771,,8,3.0,c,,34.0,dresses,,5ft,nancy,slightly short,fit,479007,,,Fits like a dream!,Fits like a dream!
152702,,12,3.0,dd/e,39.0,36.0,new,,5ft 7in,Lauren,slightly short,small,716887,,,This dress was way small,"This dress was way small on me, I normally wear a size 12 and it was really snug on my hips and did not fit my chest at all. The material also stretched oddly."
169727,28.0,8,4.0,c,38.0,32.0,dresses,,5ft 6in,L,just right,fit,768609,7.5,,This is a beautiful dress,"This is a beautiful dress, and I got tons of compliments the first time I wore it. It's very flattering, and the length is perfect, just around the bottom of the knee. Be warned though, if you sweat at all, this material will show it right away."
146231,,12,3.0,h,,34.0,new,,5ft 1in,kylah1935,slightly long,large,987865,,,,
200824,,8,5.0,b,38.0,38.0,dresses,,5ft 1in,Shannon,just right,fit,705296,6.0,,I am in LOVE with this dr,"I am in LOVE with this dress. I have a little bit of extra weight around my middle and I'm self conscious about it, but this dress hides it so well! The weight of the dress is a bit thicker than I was expecting, but it's perfect for these chilly fall days. The buttons are a bit on the loose side, and one fell off after the first washing, but they are easy to sew back on."
200824,,8,4.0,c,35.0,34.0,dresses,,5ft 8in,ghostbusteralex,slightly short,fit,441327,,,This dress is really nice,This dress is really nice and fits lovely. The fabric is super soft and it's stretchy. Totally recommend
163758,,20,5.0,dddd/g,43.0,34.0,dresses,42.0,5ft 6in,Ivy,just right,fit,766789,9.0,average,Buy one of these before t,"Buy one of these before they're gone! Cutest nerdy dress ever. It's comfortable, the right length to wear to work, and it has pockets! The fabric is thin cotton, but it is not seethrough. It is worth the money. Since the fabric has no stretch, I bought the 1X and it's a bit big on me all over and the armholes are a bit big. This dress is cut generously and I wish I'd bought the XL. The cut on this dress is very similar to the The Body Eclectic dress, which I bought in XL and that one fits pretty much perfectly."
162470,,4,4.0,c,,32.0,dresses,,5ft 6in,ktdinkins,just right,fit,126864,,,Amazing fit. I tend to dr,"Amazing fit. I tend to dress this one down and keep it on the casual side, but it's such a flattering fit that you could certainly dress it up!"
165525,,26,3.0,dd/e,51.0,40.0,dresses,,5ft 2in,emsiemm03,slightly short,fit,347714,,,Great dress!,Great dress!
269063,,5,5.0,,,,dresses,,5ft 4in,covrg18,just right,fit,236694,,,i look very sexy in this,i look very sexy in this modest dress. i get a lot of compliments
175771,,15,4.0,dd/e,47.0,36.0,dresses,,5ft 4in,queen.of.nonsense,just right,fit,605100,,,Beautiful! My first Modcl,"Beautiful! My first Modcloth purchase and I couldn't be more satisfied! The fit is perfect, and it falls right above my knee (I'm 5'5''). It looks too cute with a longsleeved shirt underneath!"
169727,,12,4.0,c,34.0,36.0,dresses,,5ft 7in,Sheena,just right,fit,215476,,,"I'll be honest and say, i","I'll be honest and say, if I'd listened to the reviews on this dress I wouldn't have to return it... but, I didn't listen. It's just like everyone else said... the arm holes are HUGE. It's so awkward, your bra peeks out no matter what. It's also cut oddly through the torso and doesn't look very flattering on. I would say this dress would be really cute on a very petite woman. I'm 5'7 130  36 29 34 and ordered a size large. It fit and zipped and was excellent quality and a really cute style... but it's cut SO STRANGELY. I had to try and style it with a dozen cardigans, finally to decide, I shouldn't have to try so hard to love a dress... instead, I sent it back. The ruffles made my breasts look misshapen. I don't have big boobs but this dress was just awful in the bust! I do love the soda fountain dress that I ordered, on the flip side. This one just didn't live up to my expectations. bummer!"
200824,,15,5.0,dd/e,,36.0,dresses,,5ft 8in,whitleefreeman,just right,fit,548137,8.0,average,Apparently I am in betwee,"Apparently I am in between sizes on this dress... I have the dress in houndstooth, and I bought a 1x. Well, that was a bit too big. But I loved it, and knew I needed another! So, I got this one, and bought the XL instead...it is a bit small on me. Oops. It still fits, but it ended up clingier than I'd prefer. I still love it, though! And the black is flattering, so it evens out a bit."
263611,28.0,12,4.0,,40.0,32.0,dresses,37.0,5ft 2in,Erin,just right,small,540009,6.5,,Order a size larger!,"I bought this dress hoping it would be appropriate for both work and date nights, and I actually ordered it in both a Medium and Large so I could try both on and decide which fit was better. The medium was definitely tight, as the other reviews noted, but honestly, it would have worked if I was going for that hot bodycon look. The large, however, is perfect for what I was looking for.  It is form fitting without being inappropriate, and since I am so short, the length is just right on me.  The color in person is deeper and more purple than the red in the stock photo, which I'm happy with as well.  I plan on wearing this on my birthday date this weekend and also to work (medical office setting) and work related events as well. I'm really happy with this purchase and will be returning the medium in favor of the large."
124761,,9,2.0,d,35.0,36.0,new,,5ft 6in,dmeibler,just right,small,698229,,,,
162470,,26,5.0,c,42.0,36.0,dresses,,5ft 3in,manda.dyson,just right,fit,369296,8.5,,Got this as (2x) as a gif,Got this as (2x) as a gift for my sister. Fit her well and it's a nice thick material.
147714,,15,4.0,d,,40.0,new,,5ft 6in,jdurkee,just right,large,121676,8.0,wide,,
171579,,4,2.0,b,34.0,34.0,dresses,,5ft 4in,Chel,just right,fit,819676,8.5,,I'm surprised by all of t,"I'm surprised by all of the positive reviews on this dress.  The first thing that really stood out to me was the questionable quality.  I'd except a dress of acrylic yarn to be around half the cost that it is being sold here for. It's downright scratchy and is going to have issues retaining shape in the long run.  The fit was also off for me, but that is my body type.  I'm bigger in my arms / shoulders and slender through my waist and hips so this dress just made me look bigger all the way around.  Darn it!  I was hoping for a cute sweater dress that was comfy and warm ;  that's not at all what this is."
151045,,8,4.0,c,40.0,36.0,new,,5ft 1in,abby.rose.ratcliff,just right,fit,447429,,,,
175771,,4,3.0,c,,34.0,dresses,,5ft 4in,Hannah,just right,fit,483582,8.0,,The first time I got this,The first time I got this dress one of the buttons was already off the dress. Other than that the dress is pretty good quality. It is exactly how I imagined it would be
152702,,12,2.0,d,40.0,38.0,new,,5ft 2in,mallorysdavis,just right,small,527806,,,"Color is nice, fit is fla","Color is nice, fit is flattering, but I think the material will pull easily."
163558,,12,4.0,b,43.0,36.0,dresses,,5ft 7in,Lindsay,just right,fit,199112,,,In love with this dress.,In love with this dress. Definitely a favourite.
152702,,4,3.0,c,,34.0,new,,5ft 6in,elizabethnapper,just right,small,175810,,,I was so disappointed in,"I was so disappointed in this dress! I wanted to love it, nut the waist fell in the wrong place on me and it just looked strange. That has more to do with me than with the dress, but I had to return it."
152702,,12,5.0,d,39.0,34.0,new,,5ft 2in,nani2usaf,just right,fit,266824,,,This dress fits perfect i,"This dress fits perfect in all the right places, and fantastic quality. I purchased this to wear to my husband's ALS graduation (Air Force), paired with leopard print pumps, and got a ton of compliments! I am fairly short, so the length was just above my calves."
129268,,4,5.0,aa,38.0,34.0,new,31.0,5ft 5in,Helena,just right,fit,780809,8.5,,,
161592,,7,5.0,b,,34.0,dresses,,5ft 8in,annaoufan,just right,fit,535031,,,Love!  This dress is so e,"Love!  This dress is so elegant and flows beautifully!  The front lace did fall forward a bit on the neck,  but I ironed it down and it stayed fine.  So pretty!"
153494,,8,3.0,b,,36.0,new,,5ft 3in,Alexandra,just right,fit,428254,,,I loved this dress since,"I loved this dress since the first time I saw it. I have received many compliments for this dress. The red is bright and the fabric fits my body perfectly (I am 5'3'' and I weight 140 lb). The stretch of the fabric makes this dress very comfortable to move around and do for all the things I did on my sons first birthday and in a humid Florida weather. The length is below the knees, which I think it is perfect to keep a classy look. My only concern is with the fabric, ladies be careful, the fabric bleeds! Therefore, wash it by hand separately and to stop the bleeding, there are some traditional recipes online.Oh, I forgot to mention that I received a beautiful gift from ModCloth! What a nice surprise, Thank you guys!"
175771,,15,3.0,dd/e,,44.0,dresses,,5ft 2in,Nancy,just right,small,664325,,,I was excited to get this,"I was excited to get this dress because it looked so adorable on the site but I was a little nervous about the fabric... Came across almost like a knit on the website and knit dresses never seem to hold up. Luckily it's a heavier cloth that allows the skirt to fall perfectly (even with pockets!). The length is perfect for a shorty like me, hitting above my knee but not too far above. I am wearing it today for the first time with brown knee high riding boots, my charter school sweater in the golden/mustardy shade and a large braided silver cuff bracelet. Awesome!"
165716,,5,5.0,d,,34.0,dresses,,5ft 4in,harperstyx,just right,fit,113684,,,I ordered this dress in a,"I ordered this dress in a four and I was a little weary about it all, because typically with strapless dresses they fit great until I get to the chest and it won't even zip. However, this dress fit me wonderfully and my chest wasn't bursting at the seams! If I were to find any complaint with this dress, the cups were ever so slightly small for me, but considering I was terrified it wouldn't even fit, I am highly impressed and would recommend this dress to anyone."
210299,,8,3.0,ddd/f,37.0,32.0,dresses,36.0,5ft 4in,mele8781,slightly short,fit,509399,7.5,average,I didn't realize how crep,"I didn't realize how crepelike the material was.  Cute dress, I just ended up thinking it wasn't for me after I wore it a couple of times.  Gave it to a friend."
136482,,12,5.0,d,,38.0,new,,5ft 6in,mismaj_99,just right,fit,411748,,,,
165525,,12,4.0,c,,36.0,dresses,,5ft 3in,Kelsey,just right,small,488922,7.5,,I love the collar style o,"I love the collar style of this dress. Thankfully I got a Large though because it is TIGHT in the bust. My biggest fear with this dress was 'show buttons', however these buttons are real ladies! So unbuttoned with a tank underneath fits my bust perfectly!"
146231,,20,3.0,ddd/f,,34.0,new,,5ft 8in,bekkahhuss,slightly long,large,178207,,,,
125442,,9,2.0,d,36.0,34.0,new,,5ft 8in,brigette.indelicato,slightly short,fit,747605,10.0,wide,,
171579,,8,5.0,a,33.0,32.0,dresses,,5ft 10in,falloutie,slightly short,fit,430390,,,I love this dress. It's g,"I love this dress. It's getting to be winter in MN and this is already my go to cozy comfort dress. The length leaves a bit to be desired, though I suspect if I had gone up a size like is normal for other sweaters, I'd be completely satisfied. I have bigger shoulders and has no issues with this at all! Might get a second in a different color..."
153494,,12,4.0,b,41.0,36.0,new,,5ft 6in,amandalr712,slightly short,fit,986866,,,Great fit.  i order a lar,"Great fit.  i order a large so that my waist is accommodated for.  most mediums on ModCloth are tight.  The Large is a bit loose in my shoulders and bust, but I like the loose fit, and it fits just right over my waist.  I love most everything I purchase on this site.  It is not lined and no pockets is why it only got 4 stars!"
146231,,26,2.0,dd/e,,40.0,new,,5ft 5in,kristina85marie,very long,small,704223,,,,
171740,,11,3.0,d,,36.0,dresses,,5ft 4in,jessica.lennick,just right,fit,971904,,,Very flattering.  A nice,"Very flattering.  A nice mix of cute and professional. As ever, I love dresses with pockets. Highly recommended!"
175771,,12,5.0,dd/e,45.0,38.0,dresses,,5ft 4in,Undisclosed,just right,fit,902178,,,This dress is so flatteri,"This dress is so flattering and so well made that I went ahead and bought it in 2 other colors. Perfect for fall, winter, and spring. You could probably get away with it in the summer but I live in the south where fabric that thick guarantees heat stroke. Excellent for layering or on its own. Flattering on all body types."
139900,,4,5.0,b,35.0,34.0,new,34.0,5ft 2in,ModAmy,just right,fit,846450,7.0,,,
125442,,11,5.0,b,37.0,36.0,new,37.0,5ft 8in,kbradeen21,slightly short,small,461369,10.0,,,
175771,,8,3.0,b,39.0,34.0,dresses,,5ft 5in,rosemulvey2580,just right,fit,897989,,,It's a stretchy material,"It's a stretchy material which is nice. It's very flattering on me. I was nervous when I opened the package that it would be too small, but it fit perfectly."
171579,,4,5.0,b,35.0,34.0,dresses,,5ft 6in,ac33acdc,just right,fit,85616,,,Got soooo many compliment,Got soooo many compliments wearing this!!
269063,,5,5.0,dd/e,,36.0,dresses,,5ft 4in,marissa,slightly long,fit,831826,,,The darts in the chest ar,"The darts in the chest are a little odd, but the dress is beautiful!"
146808,,3,5.0,d,32.0,32.0,new,,5ft 6in,jrhaney98,slightly long,fit,333484,,,,
175771,,8,5.0,d,36.0,32.0,dresses,33.0,5ft 9in,Cara,just right,fit,531758,9.0,,LOVE this dress.  It is v,LOVE this dress.  It is very unique and beautiful...got endless compliments on it when I go out.
163558,,12,5.0,c,34.0,36.0,dresses,,5ft 5in,Allison,just right,fit,225861,,,I bought this as SOON as,"I bought this as SOON as it was on the site, no reviews, no photos, nothing, but I just loved it so much I had to take a chance! I got it less than 24 hours later via super quick overnight shipping and I'm in LOVE. I usually wear a 10 and I'm busty, so I ordered a large. It's perfect! It fits great on top, perfectly set armholes to hide a little baby fat ;) and the bottom only slightly flares. Best partGLOWS IN THE DARK. I can't wait to wear this with a colorful cardigan and cute shoes, maybe tights. So adorable. I ordered five dresses in this order and this is my favorite. Yay!"
136482,,8,5.0,c,,36.0,new,,5ft 6in,Amanda,just right,fit,84431,,,,
210299,,1,4.0,a,32.0,32.0,dresses,,5ft 4in,brookebivins7,just right,small,958793,,,Loved this dress! It fits,Loved this dress! It fits very well and is the perfect length.
165525,,8,4.0,c,,36.0,dresses,,5ft 5in,Bianca,just right,fit,468010,,,The dress is adorable and,"The dress is adorable and the color is he same you see. My only complain is it wrinkles easily and I hate ironing. My fault, I know."
165716,,7,3.0,b,38.0,34.0,dresses,,5ft 3in,samanddaz,just right,fit,52885,7.5,average,Love it!  I got this for,"Love it!  I got this for a Christmas party that isn't happening now, but I'm determined to wear it out somewhere!  Embroidery is perfect, and the tulle skirt has the perfect flounce."
152702,,12,5.0,ddd/f,39.0,34.0,new,,5ft 4in,melissa_mercieca,just right,fit,73553,8.0,average,This is my absolute favor,This is my absolute favorite dress.  I have had it for about six months now and I get compliments every time I wear it.  It compliments my curves perfectly.  I have a large bust and the v shows just enough cleavage to stay professional.  I love it love it love it!!!
136482,,8,5.0,c,,34.0,new,,5ft 4in,Quincy,just right,fit,944072,,,,
167315,,20,3.0,d,45.0,38.0,dresses,,5ft 5in,Veronica,just right,large,742980,,,One of my pockets was hal,"One of my pockets was half sealed and when I pulled it open it frayed a little.  Other than that, it is comfortable and cute!"
146231,27.0,8,2.0,,35.0,,new,,,Kate,just right,fit,484463,8.5,,,
161592,,15,3.0,d,,38.0,dresses,38.0,5ft 4in,Esther,just right,large,822704,7.0,,"Loved the dress, but I re","Loved the dress, but I returned it...i though that i could wear for different events but the dress looked very bridal to me."
155256,,8,2.0,d,,36.0,new,,5ft 1in,kitrimae,just right,fit,995538,,,This dress' waist rode up,"This dress' waist rode up, then ballooned around my bosom... so strange. I wouldn't recommend for those with high waists or shorter torsos. Back it goes!"
146231,,4,3.0,c,37.0,34.0,new,,5ft 1in,Danny,slightly long,small,897190,,,,
151045,,12,4.0,d,35.0,36.0,new,,5ft 4in,leenduh6053,just right,fit,868353,,,,
210299,,1,1.0,b,,32.0,dresses,,5ft 6in,genevieve.salem,very short,fit,860739,,,The quality of the materi,The quality of the material is similar to that of a Halloween costume to be quite honest.  But the fit is just right for me.
125442,,5,4.0,dd/e,35.0,30.0,new,36.0,5ft 4in,Mariel,just right,small,44461,7.5,average,,
269063,,5,4.0,c,38.0,32.0,dresses,34.0,5ft 5in,Gina,just right,fit,580411,8.5,average,This is definitely a snug,"This is definitely a snug fitting dress, but it is extremely flattering on the curves. The lace detail emphasizes the chest and draws attention away from the tummy, which was helpful since I wore it on a food and wine laden birthday! Well worth the money, I am hopeful to find excuses to wear this gorgeous dress again and again!"
161514,,8,4.0,d,40.0,36.0,dresses,39.0,5ft 5in,bitzable,just right,fit,132892,8.5,average,This dress is beautiful a,"This dress is beautiful and well made.  The fabric is very light feeling, so I'll be getting more wear out of this when the weather gets warmer.  The color is gorgeous.  I'm not sure if the empire waist cut is the best for me, but I love the dress anyway.  I like the longer length on this dress, it comes to a couple inches above my knee. #forgoodmeasure"
150139,,8,3.0,c,,36.0,new,,5ft 6in,sheenaabowers,slightly long,large,156142,,,,
269063,,9,4.0,c,36.0,34.0,dresses,,5ft 7in,katalina_leigh,just right,fit,24377,9.0,,The pattern on this just,The pattern on this just did not do good things for my figure. I returned it
161514,,4,1.0,c,,34.0,dresses,,5ft 4in,jwmatlock,just right,fit,751643,,,I liked the dress except,I liked the dress except for the part where it wasn't sewn together in one spot.
161514,,12,5.0,c,37.0,36.0,dresses,,5ft 7in,Malene,just right,fit,984113,,,I love this dress. Super,I love this dress. Super comfortable.
219785,,8,5.0,c,,36.0,dresses,35.0,5ft 7in,Cher,just right,small,822401,7.5,average,Beautiful,"Purchased this on a whim, and so glad I did. It's gorgeous. Material is high quality, and it seems like it will be warm in colder months. The only complaint, and it's small, is that the bust is a little tight. I ordered a medium, and I have a 36C bust. It's not enough for be to return it, but I won't be doing any jumping jacks in it!"
